fannkuch-redux;134199814.27776685;4.848663299999998
fasta;2167.1366002396153;1.848698000000013
mandelbrot;0.0;0.07370650000007117
n-body;18191.650394506385;2.9504022999999506
reverse-complement;4766.637927627284;1.961243399999944
fannkuch-redux;117863183.8525456;4.3816372
fasta;1590.4250875322223;2.058982800000024
mandelbrot;-0.0;-0.03830790000000661
n-body;14992.273933928858;1.9352461999999946
reverse-complement;2945186.2551179947;6.003708600000039
fannkuch-redux;127320161.44193932;5.135930399999779
fasta;84.52327619657322;2.052088299999923
mandelbrot;-0.0;-0.04865830000017013
n-body;937.6554813912354;1.93878500000028
reverse-complement;225.18434642610927;2.058371299999635
