fannkuch-redux;296974984.44680524;9.110663899999963
fasta;1149.4959249232152;1.978556000000026
mandelbrot;42302.96223846939;2.0017083000000184
n-body;10532182.109678183;4.984301100000039
reverse-complement;0.0;1.0512519999999768
----------------Lenovo-Java-21---------------------
fannkuch-redux;151078445.51771802;7.697148400000515
fasta;1.8993121430466815;1.0113766999993459
mandelbrot;4590.355997238466;1.9810779999997976
n-body;13320610.1449965;3.9593369000003804
reverse-complement;0.0;1.024154400000043
